SiteId,UnitId,ReadDate,Salinity in ppt,Dissolved Oxygen milligram per lit,pH ,Secchi Depth meters,Water Depth meters,Water Temp Celsius,Air Temp Celsius,Air Temp Fahrenheit,Time 24 clcok,Field Technician,DateVerified,WhoVerified
B,,02-11-2014,0,,7,0.3,0.3,4,,29,10.1,S. Poe,3/27/2014,Karen Beatty
D,,02-11-2014,0,10,6.5,0.8,1.4,2,,29,,S. Poe,3/27/2014,Karen Beatty
Bay,,02-11-2014,0,8.8,7,0.2,0.2,3,,29,9.3,S. Poe,3/27/2014,Karen Beatty
A,,2/25/2014,0,6,6.5,0.3,0.5,9,,41,10.3,S. Poe,3/27/2014,Karen Beatty
B,,2/25/2014,0,8.1,7,0.3,0.3,8,,41,11,S. Poe,3/27/2014,Karen Beatty
D,,2/25/2014,0,,6.5,0.7,1.2,9,,41,11.2,S. Poe,3/27/2014,Karen Beatty
Bay,,2/25/2014,0,6.9,7,0.3,0.5,9,,41,9.3,S. Poe,3/27/2014,Karen Beatty
Bay,,03-12-2014,0,8.2,7.5,0.2,0.5,14,,57,9.45,S. Poe,3/27/2014,Karen Beatty
D,,03-12-2014,0,8.2,6,1.2,1.4,14,,54,10.45,S. Poe,3/27/2014,Karen Beatty
B,,03-12-2014,0,,7,0.3,0.3,14.5,,54,10.4,S. Poe,3/27/2014,Karen Beatty
A,,03-12-2014,0,,6.5,0.5,0.7,13,,54,10.5,S. Poe,3/27/2014,Karen Beatty
Bay,,3/27/2014,0,10,7,0.2,0.3,4,,40,9.45,S. Poe,3/27/2014,Karen Beatty
A,,3/27/2014,0,,7,0.1,0.5,7,,40,10.55,S. Poe,3/27/2014,Karen Beatty
B,,3/27/2014,0,,7,0.4,0.4,5,,40,10.25,S. Poe,3/27/2014,Karen Beatty
D,,3/27/2014,0,,6.5,1.5,1.6,6,,40,10.15,S. Poe,3/27/2014,Karen Beatty
A,,04-10-2014,0,,6.5,0,0.4,17,,54,10.45,S. Poe,4/14/2014,Karen Beatty
B,,04-10-2014,0,,7,0.3,0.3,15,,54,10.35,S. Poe,4/14/2014,Karen Beatty
D,,04-10-2014,0,8.2,6.5,0.9,1.6,16,,53,10.15,S. Poe,4/14/2014,Karen Beatty
Bay,,04-10-2014,0,9,7.5,0.4,0.7,,,52,9.45,S. Poe,4/14/2014,Karen Beatty
Bay,,05-07-2014,0,6.8,7,0.5,0.9,18,,60,9.45,Sue Poe,5/16/2014,K Beatty
A,,05-07-2014,0,,6.5,0,0.9,19,,60,10.5,S. Poe,5/16/2014,K. Beatty
B,,05-07-2014,0,,7,0.1,0.2,18,,60,10.37,S. Poe,5/16/2014,K. Beatty
D,,05-07-2014,0,6.6,6.5,0.5,1.5,19,,60,10.15,S. Poe,5/16/2014,K. Beatty
Bay,,5/20/2014,0,7.3,7.5,0.4,0.5,18,,67,9.5,S. Poe,5/21/2014,K Beatty
A,,5/20/2014,0,3,6.5,0.2,0.3,21,,67,10.25,S. Poe,5/21/2014,K Beatty
B,,5/20/2014,0,3.86,7.5,0.5,0.5,20,,68,10.5,S. Poe,5/21/2014,K Beatty
D,,5/20/2014,0,,6.5,0.5,1.4,21,,68,,S. Poe,5/21/2014,K Beatty
Bay,01CSV,06-10-2014,0,5.4,7,0.4,0.8,15,22,72,9.45,Sue Poe,6/16/2014,Trenton Miller
A,01CSV,06-10-2014,0,0,7,0.5,0.7,27,23,74,11,Sue Poe,6/23/2014,Trenton Miller
B,01CSV,06-10-2014,0,0,8,0.3,0.3,27,74,23,10.5,Sue Poe,6/23/2014,Trenton Miller
C,01CSV,06-10-2014,0,4.3,7,0.8,1.3,27,74,23,10.35,Sue Poe,6/23/2014,Trenton Miller
A,,6/24/2014,0,4,7,0.6,0.6,25,,78,10.3,Sue Poe,07-10-2014,Rebecca Walawender
B,,6/24/2014,0,6,7,0.1,0.1,27,,78,10.5,Sue Poe,07-10-2014,Rebecca Walawender
D,,6/24/2014,0,,7,0.7,1.2,28,,78,11.15,Sue Poe,07-10-2014,Rebecca Walawender
Bay,,6/24/2014,0,4.2,8,0.4,0.6,24,,78,9.45,Sue Poe,07-10-2014,Rebecca Walawender
A,,07-08-2014,0,,7.5,0.6,0.8,29,,83,10.5,Sue Poe,07-10-2014,Rebecca Walawender
B,,07-08-2014,0,,7.5,0.1,0.1,28,,83,10.35,Sue Poe,07-10-2014,Rebecca Walawender
D,,07-08-2014,0,5.8,6.5,1,1.3,28,,83,10.15,Sue Poe,07-10-2014,Rebecca Walawender
Bay,,07-08-2014,0,4.2,7.5,0.5,0.8,25,,83,9.45,Sue Poe,07-10-2014,Rebecca Walawender
Bay,,7/22/2014,0,3.7,7.5,0.4,0.6,26,,80,9.35,Sue Poe,7/24/2014,Rebecca Walawender
A,,7/22/2014,0,,6.5,0.5,0.8,27,,80,10.4,Sue Poe,7/24/2014,Rebecca Walawender
B,,7/22/2014,0,,7.5,0.1,0.1,28,,80,10.3,Sue Poe,7/24/2014,Rebecca Walawender
D,,7/22/2014,0,5.3,7,0.8,1.3,27,,80,10.05,Sue Poe,7/24/2014,Rebecca Walawender
Bay,,08-12-2014,0,3.9,8,4.5,7.5,25,,79,9.4,Sue Poe,8/13/2014,Rebecca Walawender
D,,08-12-2014,0,,7,0.8,1.6,26,,80,11.07,Sue Poe,8/13/2014,Rebecca Walawender
A,,08-12-2014,0,3,8,0.1,0.1,26,,80,10.45,Sue Poe,8/13/2014,Rebecca Walawender
B,,08-12-2014,0,2.4,6.5,0.5,0.8,26,,80,10.25,Sue Poe,8/13/2014,Rebecca Walawender
A,,8/28/2014,0,,7,0.7,0.7,27,,79,10.37,Sue Poe,09-11-2014,Rebecca Walawender
D,,8/28/2014,0,5.3,6.5,1,1.5,25,,78,10.15,Sue Poe,09-11-2014,Rebecca Walawender
Bay,,8/28/2014,0,3.9,8.5,0.35,0.45,24,,78,9.45,Sue Poe,09-11-2014,Rebecca Walawender
A,,09-10-2014,0,4.6,6.5,0.4,0.4,24,,75,10.45,Sue Poe,09-11-2014,Rebecca Walawender
B,,09-10-2014,0,3.7,6.5,0.2,0.2,25,,75,10.3,Sue Poe,09-11-2014,Rebecca Walawender
D,,09-10-2014,0,,6.5,1.3,1.3,24,,75,10.15,Sue Poe,09-11-2014,Rebecca Walawender
Bay,,09-10-2014,0,2.7,7.5,0.5,0.8,24,,75,9.35,Sue Poe,09-11-2014,Rebecca Walawender
Bay,,9/23/2014,0,7,8,0.4,0.6,20,,63,9.4,Sue Poe,9/25/2014,Rebecca Walawender
A,,9/23/2014,0,,6,0.3,0.6,22,,63,10.4,Sue Poe,9/25/2014,Rebecca Walawender
B,,9/23/2014,0,,7,0.01,0.01,18,,63,10.3,Sue Poe,9/25/2014,Rebecca Walawender
D,,9/23/2014,0,6.3,,1,1.3,20,,63,10.1,Sue Poe,9/25/2014,Rebecca Walawender
A,,10-07-2014,0,6.4,7,0.3,0.3,20,,67,11,S. Poe,10/14/2014,Rebecca Walawender
B,,10-07-2014,0,5.9,7,0.1,0.1,17,,67,10.15,S. Poe,10/14/2014,Rebecca Walawender
D,,10-07-2014,0,,6,1.45,1.45,20,,67,11.2,S. Poe,10/14/2014,Rebecca Walawender
Bay,,10-07-2014,0,6,7.5,0.65,0.9,,,65,9.45,S. Poe,10/14/2014,Rebecca Walawender
A,,10/21/2014,0,,6.5,0.3,0.6,18,,68,10.45,Sue Poe,10/21/2014,Rebecca Walawender
B,,10/21/2014,0,,7.5,0.1,0.1,,,68,10.35,Sue Poe,10/21/2014,Rebecca Walawender
D,,10/21/2014,0,7.6,6,1.3,1.3,18,,68,10.15,Sue Poe,10/21/2014,Rebecca Walawender
Bay,,10/21/2014,0,6.5,7.5,0.4,0.7,16.5,,68,9.45,Sue Poe,10/21/2014,Rebecca Walawender
Bay,,11/13/2014,0,7,7,0.3,0.4,13,,51,9.45,Sue Poe,11/18/2014,Rebecca Walawender
A,,11/13/2014,0,7.2,6.5,0.3,0.3,14,,51,10.45,Sue Poe,11/18/2014,Rebecca Walawender
B,,11/13/2014,0,6.2,7.5,0.15,0.15,13,,51,11.15,Sue Poe,11/18/2014,Rebecca Walawender
D,,11/13/2014,0,,6.5,0.12,0.12,14,,51,11.45,Sue Poe,11/18/2014,Rebecca Walawender
Bay,,12-02-2014,0,9.8,7,0.4,0.6,11,,48,9.3,Sue Poe,12-04-2014,Rebecca Walawender
A,,12-02-2014,0,,7,0.6,0.9,10,,48,10.5,Sue Poe,12-04-2014,Rebecca Walawender
B,,12-02-2014,0,,6.5,0.3,0.3,10,,48,10.35,Sue Poe,12-02-2014,Rebecca Walawender
D,,12-02-2014,0,9.7,6,1.2,1.2,10,,48,10.05,Sue Poe,12-04-2014,Rebecca Walawender
Bay,,12/19/2014,0,7.6,9,0.5,0.5,11,,42,9.45,Sue Poe,1/13/2015,Rebecca Walawender
A,,12/19/2014,0,7.3,7,0.6,1,7,,42,11,Sue Poe,1/13/2015,Rebecca Walawender
B,,12/19/2014,0,6.3,6.5,0.15,0.15,7,,42,10,Sue Poe,1/13/2015,Rebecca Walawender
D,,12/19/2014,0,,7,1.1,1.1,7,,42,10.25,Sue Poe,1/13/2015,Rebecca Walawender
Bay,,01-06-2015,0,8.9,7,0.4,0.6,9,,38,9.45,Sue Poe,1/13/2015,Rebecca Walawender
A,,01-06-2015,0,,6.5,0.7,0.7,9,,38,11.1,Sue Poe,1/13/2015,Rebecca Walawender
B,,01-06-2015,0,,7,0.3,0.3,8,,38,11,Sue Poe,1/13/2015,Rebecca Walawender
D,,01-06-2015,0,9,6.5,1.3,1.5,9,,38,10.3,Sue Poe,1/13/2015,Rebecca Walawender
Bay,,1/20/2015,0,8.3,7,0.2,0.6,7,,44,9.45,Sue Poe,02-10-2015,Karen Callaway
A,,1/20/2015,0,,6.5,0.5,1,8,,44,10.5,Sue Poe,02-10-2015,Karen Callaway
B,,1/20/2015,0,,7,0.2,0.2,7,,44,10.4,Sue Poe,02-10-2015,Karen Callaway
D,,1/20/2015,0,9,6.5,1,1.4,8,,45,10.1,Sue Poe,02-10-2015,Karen Callaway
Bay,,02-03-2015,0,10,,0.4,0.6,,,31,9.2,Sue Poe,02-10-2015,Karen Callaway
A,,02-03-2015,0,9.7,6.5,0.4,0.5,3,,32,10.3,Sue Poe,02-10-2015,Karen Callaway
B,,02-03-2015,0,7.6,6.5,0.3,0.3,3,,35,10.57,Sue Poe,02-10-2015,Karen Callaway
D,,02-03-2015,0,,6.5,1.2,1.5,4,,35,11.3,Sue Poe,02-10-2015,Karen Callaway
A,,2/24/2015,0,,6.5,0.4,0.5,1,,25,11,Sue Poe,2/24/2015,Karen Callaway
B,,2/24/2015,,,,,,,,25,10.55,Sue Poe,2/24/2015,Karen Callaway
D,,2/24/2015,0,10,6.5,0.1,0.15,0,,25,10.2,Sue Poe,2/24/2015,Karen Callaway
Bay,,2/24/2015,0,9.2,7,0.2,0.2,3,,25,9.45,Sue Poe,2/24/2015,Karen Callaway
Bay,01csv,4/21/2015,0,7.1,7,0.3,0.9,20,,65,9.2,Sue Poe,05-08-2015,Amy Keiler
B,01csv,4/21/2015,0,5.3,7.5,,,20,,65,10.15,Sue Poe,05-08-2015,Amy Keiler
A,01csv,4/21/2015,0,4,6.5,0.3,0.4,19,,65,10.45,Sue Poe,05-08-2015,Amy Keiler
Bay,01csv,04-07-2015,0,8.2,7,0.2,0.6,15,,64,9.45,Sue Poe,05-08-2015,Amy Keiler
D,01csv,04-07-2015,0,7.4,6.5,0.9,1.3,16,,64,10.1,Sue Poe,05-08-2015,Amy Keiler
B,01csv,04-07-2015,0,,7,0.3,0.3,17,,65,10.4,Sue Poe,05-08-2015,Amy Keiler
A,01csv,04-07-2015,0,,7,0.3,0.5,18,,65,10.5,Sue Poe,05-08-2015,Amy Keiler
Bay,01csv,3/24/2015,0,,6.5,0.9,1.2,10,,41,11.4,Sue Poe,05-08-2015,Amy Keiler
Bay,01csv,3/24/2015,0,10,7,0.3,0.3,9,,40,9.5,Sue Poe,05-08-2015,Amy Keiler
B,01csv,3/24/2015,0,10,7,0.4,0.5,9,,41,11.15,Sue Poe,05-08-2015,Amy Keiler
A,01csv,3/24/2015,0,7.8,7,0.3,0.3,10,,41,10.4,Sue Poe,05-08-2015,Amy Keiler
D,01csv,4/21/2015,0,,6.5,1,1.5,19,,65,11.15,Sue Poe,05-08-2015,Amy Keiler
Bay,01csv,05-07-2015,0,6.3,7.5,0.3,0.6,20,,65,9.45,Sue Poe,05-08-2015,Amy Keiler
D,01csv,05-07-2015,0,7.7,7,1.1,1.3,20,,65,10.15,Sue Poe,05-08-2015,Amy Keiler
B,01csv,05-07-2015,0,,8,0.1,0.1,21,,66,10.35,Sue Poe,05-08-2015,Amy Keiler
A,01csv,05-07-2015,0,,7.5,0.15,0.15,21,,66,10.45,Sue Poe,05-08-2015,Amy Keiler
Bay,01csv,06-01-2015,0,4.3,7.5,0.4,0.9,25,,74,9.3,sue Poe,06-03-2015,amy keiler
D,01csv,06-01-2015,0,5.8,7,0.2,0.9,27,,75,9.55,Sue Poe,06-03-2015,Amy Keiler
B,01csv,06-01-2015,0,,7.5,0.1,0.1,28,,75,10.3,Sue Poe,06-03-2015,Amy Keiler
A,01csv,06-03-2015,0,,7,0.1,0.1,29,,76,10.4,Sue Poe,06-03-2015,Amy Keiler
Bay,01csv,06-11-2015,0,5,8.5,0.4,0.8,26,,78,9.45,Sue Poe,06-12-2015,Amy Keiler
B,01csv,06-11-2015,0,4,8,0.5,0.5,27,,83,10.18,Sue Poe,06-12-2015,Amy Keiler
A,01csv,06-11-2015,0,5.1,8,0.5,0.6,28,,84,10.5,Sue Poe,06-12-2015,Amy Keiler
D,01csv,06-11-2015,0,,7,0.8,1.1,29,,84,11.25,Sue Poe,06-12-2015,Amy Keiler
d,01csv,7/23/2015,0,,7,0.8,1.2,30.5,,82,10.55,Sue Poe,,
B,01csv,7/23/2015,0,7,7.5,0.3,0.3,31,,82,10.35,Sue Poe,,
A,01csv,7/23/2015,0,6,7.5,0.4,0.4,30,,82,10.1,Sue Poe,,
Bay,01csv,7/23/2015,0,7,9,0.5,0.8,27,,81,9.35,Sue Poe,,
Bay,,9/22/2015,0,4.5,8,0.3,0.3,23,,73,9.3,Susan Poe,01-04-2016,Kayla Braasch
Bay,,09-09-2015,0,2.9,9,0.05,0.05,26,,81,9.38,Susan Poe,01-04-2016,Kayla Braasch
Bay,,10-07-2015,0,5.5,7,0.3,0.5,18,,65,9.45,Susan Poe,01-04-2016,Kayla Braasch
A,,10-07-2015,0,,6,0.5,0.7,20,,67,11.1,Susan Poe,01-04-2016,Kayla Braasch
B,,10-07-2015,0,,7,0.2,0.2,19,,67,10.55,Susan Poe,01-04-2016,Kayla Braasch
D,,10-07-2015,0,6.2,6,0.9,1.2,,,66,10.3,Susan Poe,01-04-2016,Kayla Braasch
A,,10/13/2015,0,6.7,7,0.4,0.4,15,,52,10.35,Susan Poe,01-04-2016,Kayla Braasch
B,,10/13/2015,0,6,7,0.05,0.05,12,,50,10.1,Susan Poe,01-04-2016,Kayla Braasch
D,,10/13/2015,0,,6.5,1,1.3,14,,50,10,Susan Poe,01-04-2016,Kayla Braasch
Bay,,10/13/2015,0,4.9,7,0.4,0.6,12,,50,9.3,Susan Poe,01-04-2016,Kayla Braasch
A,,11-03-2015,0,,7,0.4,0.4,18,,66,10.45,Susan Poe,01-04-2016,Kayla Braasch
B,,11-03-2015,0,,7,0.1,0.1,19,,66,10.35,Susan Poe,01-04-2016,Kayla Braasch
D,,11-03-2015,0,6.6,6.5,1.2,1.3,18,,65,10.15,Susan Poe,01-04-2016,Kayla Braasch
Bay,,11-03-2015,0,6.6,7,0.4,0.6,28,,65,9.45,Susan Poe,01-04-2016,Kayla Braasch
Bay,,11/17/2015,0,5.5,7.5,0.25,0.8,13,,55,9.35,Susan Poe,01-04-2016,Kayla Braasch
A,,11/17/2015,0,6.5,6.5,0.5,0.5,15,,56,11,Susan Poe,01-04-2016,Kayla Braasch
B,,11/17/2015,0,8,7,0.1,0.1,14,,55,10.35,Susan Poe,01-04-2016,Kayla Braasch
D,,11/17/2015,0,,6.5,0.9,1.5,14,,57,11.25,Susan Poe,01-04-2016,Kayla Braasch
Bay,,,0,,7,0.3,0.5,14,,52,9.2,Susan Poe,,
A,,12-01-2015,0,,7,0.5,0.5,15,,52,10.45,Susan Poe,01-04-2016,Kayla Braasch
B,,12-01-2015,0,,6.5,0.1,0.1,14,,52,10.38,Susan Poe,01-04-2016,Kayla Braasch
D,,12-01-2015,0,7.1,6.5,0.8,1.6,,,52,10.1,Susan Poe,01-04-2016,Kayla Braasch
A,,12/15/2015,0,,7,0.6,0.6,15,,63,10.5,Susan Poe,01-04-2016,Kayla Braasch
B,,12/15/2015,0,,6.5,0.3,0.3,17,,63,10.4,Susan Poe,01-04-2016,Kayla Braasch
D,,12/15/2015,0,6.6,6,0.7,1.8,16,,63,10,Susan Poe,01-04-2016,Kayla Braasch
Bay,,12/15/2015,0,7.9,7,0.5,0.8,17,,63,9.2,Susan Poe,01-04-2016,Kayla Braasch
Bay,,12-01-2015,0,,7,0.3,0.5,14,,52,9.2,Susan Poe,01-04-2016,Kayla Braasch
A,,12/30/2015,0,,6,0.7,1.3,17,,60,12.4,Susan Poe,01-11-2016,Kayla Braasch
B,,12/30/2015,0,,6,0.3,0.3,17,,60,12.3,Susan Poe,01-11-2016,Kayla Braasch
D,,12/30/2015,0,6.2,6,0.7,1.4,19,,59,12,Susan Poe,01-11-2016,Kayla Braasch
Bay,,12/30/2015,0,8.7,7,0.7,0.9,18,,59,11.2,Susan Poe,01-11-2016,Kayla Braasch
A,,1/13/2016,0,6.5,6.5,0.5,0.8,7,,39,10.15,Susan Poe,1/15/2016,Kayla Braasch
Bay,,1/13/2016,0,9.1,7,0.5,0.9,5,,39,9.45,Susan Poe,1/15/2016,Kayla Braasch
D,,1/13/2016,0,,6.5,0.7,1.9,6,,40,11.3,Susan Poe,1/15/2016,Kayla Braasch
B,,1/13/2016,0,6.6,6.5,0.3,0.3,5,,40,11,Susan Poe,1/15/2016,Kayla Braasch
A,,02-11-2016,0,,6,0.4,1,5,,27,10.5,Susan Poe,2/29/2016,Kayla Braasch
B,,02-11-2016,0,,6,0.6,0.6,2,,27,10.35,Susan Poe,2/29/2016,Kayla Braasch
D,,02-11-2016,0,10,5.5,0.6,1.3,3,,27,10,Susan Poe,2/29/2016,Kayla Braasch
Bay,,02-11-2016,0,9.5,7,0.1,0.2,5,,27,9.15,Susan Poe,2/29/2016,Kayla Braasch
Bay,,2/23/2016,0,9,7,0.4,0.6,11,,48,9.3,Susan Poe,2/29/2016,Kayla Braasch
B,,2/23/2016,0,8,,0.4,0.4,11,,48,10.15,Susan Poe,2/29/2016,Kayla Braasch
A,,2/23/2016,0,7.5,6.5,0.5,1,11,,48,10.45,Susan Poe,2/29/2016,Kayla Braasch
D,,2/23/2016,0,,6.5,0.8,1.8,10,,48,11.15,Susan Poe,2/29/2016,Kayla Braasch
Bay,,03-08-2016,0,9.5,7,0.3,0.7,11,,60,9.35,Susan Poe,3/28/2016,Kayla Braasch
D,,03-08-2016,0,9.5,6.5,0.9,1.8,12,,60,10.1,Susan Poe,3/28/2016,Kayla Braasch
B,,03-08-2016,0,,7,0.7,0.7,12,,62,10.45,Susan Poe,3/28/2016,Kayla Braasch
A,,03-08-2016,0,,7,0.3,1,12,,62,11,Susan Poe,3/28/2016,Kayla Braasch
A,,3/22/2016,0,7.1,6.5,0.6,0.6,11,,48,10.3,Susan Poe,3/28/2016,Kayla Braasch
B,,3/22/2016,0,6.5,7,0.3,0.3,11,,50,11,Susan Poe,3/22/2016,Kayla Braasch
D,,3/22/2016,0,,6.5,0.8,1.8,12,,50,11.3,Susan Poe,3/22/2016,Kayla Braasch
Bay,,3/22/2016,0,7.1,7,0.4,0.4,10,,48,9.3,Susan Poe,3/28/2016,Kayla Braasch
A,,4/14/2016,0,,6.5,0.5,0.6,15,,48,11,Susan Poe,4/19/2016,Kayla Braasch
B,,4/14/2016,0,,8,0.2,0.2,14,,48,10.45,Susan Poe,4/19/2016,Kayla Braasch
D,,4/14/2016,0,6,6.5,0.9,1.3,14,,48,10.2,Sue Poe,4/19/2016,Kayla Braasch
Bay,,4/14/2016,0,7.9,7,0.3,0.3,13,,48,9.3,Sue Poe,4/19/2016,Kayla Braasch
Bay,,05-03-2016,0,4.5,7,0.4,0.9,21,,65,9.4,Sue Poe,05-06-2016,Kayla Braasch
A,,05-03-2016,0,,7,0.4,0.9,22,,66,10.5,Sue Poe,05-06-2016,Kayla Braasch
B,,05-03-2016,0,,6.5,0.2,0.2,20,,66,10.4,Sue Poe,05-06-2016,Kayla Braasch
D,,05-03-2016,0,,6.5,0.5,1.2,21,,66,10.15,Sue Poe,05-06-2016,Kayla Braasch
,,,,,,,,,,,,,,
A,,8/31/2016,0,3.9,7.5,0.4,0.4,28,,82,10.4,Sue Poe,8/31/2016,Kayla Braasch
B,,8/31/2016,0,4.2,8.5,0.01,0.01,28,,81,10.2,Sue Poe,8/31/2016,Kayla Braasch
D,,8/31/2016,0,,6.5,0.9,0.9,29,,81,10,Sue Poe,8/31/2016,Kayla Braasch
Bay,,8/31/2016,0,4.3,8.5,0.3,0.5,27,,81,9.15,Sue Poe,8/31/2016,Kayla Braasch
A,,9/22/2016,0,,6.5,0.6,0.7,25,,75,11,Sue Poe,,
B,,9/22/2016,0,,6.5,0.3,0.3,24,,75,10.4,Sue Poe,,
D,,9/22/2016,0,5,6,0.6,1.8,,,75,10.15,Sue Poe,,
Bay,,9/22/2016,0,3.2,7,0.9,1,23,,75,9.45,Sue Poe,,
A,,10-05-2016,0,3.8,6.5,0.5,0.5,22,,70,19.5,Sue Poe,,
B,,10-05-2016,0,2.9,6.5,0.3,0.3,25,,70,10.3,Sue Poe,,
D,,,0,3.9,6.5,0.3,1.8,22,,70,10,Sue Poe,,
Bay,,10-05-2016,0,6.8,,0.4,0.6,21,,70,9.3,Sue Poe,,
A,,10/18/2016,0,,6.5,0.2,0.5,22,19,67,10.55,Sue Poe,04-11-2017,Erin Bailey
B,,10/18/2016,0,,6.5,0.3,0.3,24,19,66,10.4,Sue Poe,04-11-2017,Erin Bailey
Bay,,10/18/2016,0,6.3,7,0.5,1.2,,18,65,9.45,Sue Poe,04-11-2017,Erin Bailey
D,,10/18/2016,0,6,6.5,0.5,1.4,25,19,66,10.15,Sue Poe,04-11-2017,Erin Bailey
D,,11-02-2016,0,,6.5,0.8,1.6,17,16,60,11.1,Sue Poe,04-11-2017,Erin Bailey
B,,11-02-2016,0,3.8,6.5,0.2,0.2,16,16,60,10.45,Sue POE,04-11-2017,Erin Bailey
A,,11-02-2016,0,4.4,6.5,0.2,0.4,16,16,60,10.15,Sue Poe,04-11-2017,Erin Bailey
Bay,,11-02-2016,0,6.3,6.7,0.7,0.7,17,16,60,9.3,Sue Poe,04-11-2017,Erin Bailey
A,,11/16/2016,0,,6.5,0.3,0.4,18,13,55,10.5,Sue Poe,04-11-2017,Erin Bailey
B,,11/16/2016,0,,6.5,0.25,0.25,12,13,55,10.4,Sue Poe,04-11-2017,Erin Bailey
D,,11/16/2016,0,8.8,6.5,1,1.3,14,13,55,10.2,Sue Poe,04-11-2017,Erin Bailey
Bay,,11/16/2016,0,9,7,0.7,0.8,13,13,55,9.45,Sue Poe,04-11-2017,Erin Bailey
A,,12-07-2016,0,,7,0.3,0.5,11,9,48,11,Sue Poe,04-11-2017,Erin Bailey
B,,12-07-2016,0,,6.5,0.5,0.5,10,9,48,10.45,Sue Poe,04-11-2017,Erin Bailey
Bay,,12-07-2016,0,7.6,7,0.4,0.5,11,9,48,9.15,Sue Poe,04-11-2017,Erin Bailey
D,,12-07-2016,0,10,6.5,0.9,1.1,11,9,48,10.15,Sue Poe,04-11-2017,Erin Bailey
A,,12/20/2016,0,,7,0.4,0.4,6,3,38,10.57,Sue Poe,04-11-2017,Erin Bailey
Bay,,12/20/2016,0,6.7,7,3,3.5,5,3,38,9.4,Sue Poe,04-11-2017,Erin Bailey
B,,12/20/2016,0,,6.5,0.4,0.4,5,3,38,10.45,Sue Poe,04-11-2017,Erin Bailey
D,,12/20/2016,0,10,6.5,1.7,1.7,5,3,38,10.15,Sue Poe,04-11-2017,Erin Bailey
D,,1/24/2017,0,,6,0.7,1.2,9,7,45,11.15,Sue Poe,04-11-2017,Erin Bailey
A,,1/24/2017,0,7.9,,0.5,0.6,9,7,45,10.45,Sue Poe,04-11-2017,Erin Bailey
Bay,,1/24/2017,0,3.2,7,0.3,0.6,9,7,45,9.45,Sue Poe,04-11-2017,Erin Bailey
B,,1/24/2017,0,7.6,6.5,0.3,0.5,8,7,45,10.15,Sue Poe,04-11-2017,Erin Bailey
A,,02-07-2017,0,,7,0.5,0.7,9,15,59,11,Sue Poe,04-11-2017,Erin Bailey
D,,02-07-2017,0,10,6.5,0.9,1.3,10,14,58,10.25,Sue Poe,04-11-2017,Erin Bailey
Bay,,02-07-2017,0,8.2,7,0.3,0.6,9,14,58,9.3,Sue Poe,04-11-2017,Erin Bailey
B,,02-07-2017,0,,7,0.3,0.3,11,15,59,10.5,Sue poe,04-11-2017,Erin Bailey
D,,2/21/2017,0,,6.5,0.9,1.1,13,10,50,11.2,Sue Poe,04-11-2017,Erin Bailey
A,,2/21/2017,0,5.7,6.5,0.5,0.9,13,10,50,10.25,Sue Poe,04-11-2017,Erin Bailey
Bay,,2/21/2017,0,5.2,7,0.3,0.5,13,9,48,9.25,Sue Poe,04-11-2017,Erin Bailey
B,,2/21/2017,0,5.2,7,0.5,0.5,12,9,48,10.1,Sue Poe,04-11-2017,Erin Bailey
Bay,,03-08-2017,0,7.1,7,0.3,0.5,13,8,47,9.3,Sue Poe,04-11-2017,Erin Bailey
A,,03-08-2017,0,,6.5,0.4,0.4,13,9,48,11.1,Sue Poe,04-11-2017,Erin Bailey
B,,03-08-2017,0,,6.5,0.2,0.4,13,8,47,11,Sue Poe,04-11-2017,Erin Bailey
D,,03-08-2017,0,10,6.5,1.6,1.6,12,8,47,10.15,Sue Poe,04-11-2017,Erin Bailey
D,,3/21/2017,0,,6.5,0.9,1.7,10,11,51,11.05,Sue Poe,04-11-2017,Erin Bailey
A,,3/21/2017,0,,,,,,11,51,10.45,Sue Poe,04-11-2017,Erin Bailey
B,,3/21/2017,0,5,7,0.3,0.3,10,11,51,10.15,Sue Poe,04-11-2017,Erin Bailey
Bay,,3/21/2017,0,3.2,7,0.3,0.3,10,10,50,9.3,Sue Poe,04-11-2017,Erin Bailey
A,,04-04-2017,0,,7,0.5,0.6,20,21.7,71,11,Sue Poe,,
B,,04-04-2017,0,,7,0.2,0.3,19,21.7,71,10.5,Sue Poe,,
A,,4/18/2017,0,,6.5,0.4,0.9,19,,61,10.5,Susan Poe,08-07-2017,Carly Sibilia
A,,05-11-2017,0,,6.5,0.4,0.7,19,,63,10.45,Susan Poe,08-07-2017,Carly Sibilia
A,,5/25/2017,0,4.2,6.5,0.6,0.8,22,,72,10.25,Susan Poe,08-07-2017,Carly Sibilia
A,,06-07-2017,0,,6.5,0.5,0.6,23,,65,10.17,Susan Poe,08-07-2017,Carly Sibilia
A,,6/19/2017,0,,6.5,0.5,0.7,27,,72,10.5,Susan Poe,08-07-2017,Carly Sibilia
A,,07-11-2017,0,,7,0.5,0.5,31,,76,10.4,Susan Poe,08-07-2017,Carly Sibilia
A,,7/25/2017,0,3.6,7,0.8,0.9,27,,82,11.3,Susan Poe,08-07-2017,Carly Sibilia
B,,4/18/2017,0,,6.5,0.4,0.4,19,,61,10.4,Susan Poe,08-07-2017,Carly Sibilia
B,,05-11-2017,0,,6.5,0.2,0.2,18,,62,10.35,Susan Poe,08-07-2017,Carly Sibilia
